uid,domain,rubric_source,n_items,n_subparts,subpart_kind,is_mcq,question_words,reference_words,items_per_subpart,weight_mass,weight_mass_per_criterion,paper_weight_mass,paper_weight_mass_per_criterion,n_subparts_scored,n_orphan_subparts,orphan_subpart_rate,mean_best_subpart_overlap,error,_family,n_criteria,n_claims,n_core_claims,n_subquestions,claim_recall,claim_recall_core,grounded_fraction,generic_fraction,unsupported_fraction,subquestion_coverage,mean_criteria_per_claim,n_uncovered_claims,n_criteria_labelled,uncovered_claim_ids,unsupported_criteria,n_responses_scored,n_judge_errors,variants_scored,response_set_fingerprint,score__gold,score__terse_correct,score__missing_step,score__numeric_error,score__right_method_wrong_answer,score__verbose_empty,score__off_topic,margin__terse_correct,margin__missing_step,margin__numeric_error,margin__right_method_wrong_answer,margin__verbose_empty,margin__off_topic,mean_margin,min_margin,rank_acc,rank_credit,n_rank_pairs,n_rank_ties,rank_tie_rate,auc_good_vs_bad,n_auc_pairs_good_vs_bad,auc_credit_good_vs_bad,auc_gold_vs_degraded,n_auc_pairs_gold_vs_degraded,auc_credit_gold_vs_degraded,score_mean,score_std,score_range,hack_verbose,hack_verbose_margin,hack_confident_wrong,hack_confident_wrong_margin,n_degraded,n_saturated,saturation_rate,score_numeric__gold,score_numeric__terse_correct,score_numeric__missing_step,score_numeric__numeric_error,score_numeric__right_method_wrong_answer,score_numeric__verbose_empty,score_numeric__off_topic,margin__terse_correct__numeric,margin__missing_step__numeric,margin__numeric_error__numeric,margin__right_method_wrong_answer__numeric,margin__verbose_empty__numeric,margin__off_topic__numeric,mean_margin__numeric,min_margin__numeric,rank_acc__numeric,rank_credit__numeric,n_rank_pairs__numeric,n_rank_ties__numeric,rank_tie_rate__numeric,auc_good_vs_bad__numeric,n_auc_pairs_good_vs_bad__numeric,auc_credit_good_vs_bad__numeric,auc_gold_vs_degraded__numeric,n_auc_pairs_gold_vs_degraded__numeric,auc_credit_gold_vs_degraded__numeric,score_mean__numeric,score_std__numeric,score_range__numeric,hack_verbose__numeric,hack_verbose_margin__numeric,hack_confident_wrong__numeric,hack_confident_wrong_margin__numeric,n_degraded__numeric,n_saturated__numeric,saturation_rate__numeric,score_unweighted__gold,score_unweighted__terse_correct,score_unweighted__missing_step,score_unweighted__numeric_error,score_unweighted__right_method_wrong_answer,score_unweighted__verbose_empty,score_unweighted__off_topic,margin__terse_correct__unweighted,margin__missing_step__unweighted,margin__numeric_error__unweighted,margin__right_method_wrong_answer__unweighted,margin__verbose_empty__unweighted,margin__off_topic__unweighted,mean_margin__unweighted,min_margin__unweighted,rank_acc__unweighted,rank_credit__unweighted,n_rank_pairs__unweighted,n_rank_ties__unweighted,rank_tie_rate__unweighted,auc_good_vs_bad__unweighted,n_auc_pairs_good_vs_bad__unweighted,auc_credit_good_vs_bad__unweighted,auc_gold_vs_degraded__unweighted,n_auc_pairs_gold_vs_degraded__unweighted,auc_credit_gold_vs_degraded__unweighted,score_mean__unweighted,score_std__unweighted,score_range__unweighted,hack_verbose__unweighted,hack_verbose_margin__unweighted,hack_confident_wrong__unweighted,hack_confident_wrong_margin__unweighted,n_degraded__unweighted,n_saturated__unweighted,saturation_rate__unweighted,n_question_anchors,generic_criterion_rate,generic_rate_permuted,specificity_lift,weight_mass_on_generic_raw,weight_mass_on_generic_paper,mean_anchors_per_criterion,weak_grounding_rate,recyclable_rate,mass_produced_title_rate,max_title_reuse,title_reuse_ge2_rate,subjective_rate,style_rate,subjective_or_style_rate,generic_and_subjective_rate,weight_mass_on_subjective,weight_mass_on_subjective_paper,mean_trigram_overlap_with_reference,criteria_with_ge50pct_trigram_overlap,criteria_with_ge30pct_trigram_overlap,mean_4gram_overlap_with_question,n_generic,n_criteria_scored,redundancy_tfidf,mean_pair_cosine,max_pair_cosine,n_pairs,n_redundant_pairs,objective_fraction,subjective_fraction,underspecified_fraction,self_agreement_rate,kappa,n_self_agreement_runs,n_self_agreement_criteria,mean_checks_per_criterion,atomic_fraction,max_checks_per_criterion,weight_entropy,weight_entropy_norm,mean_weight_magnitude,max_weight_share,frac_essential,frac_important,frac_optional,frac_pitfall,checks,compliance_rate,fully_compliant_rubric,item_count_ok,polarity_single_rate,negative_weight_rate,weight_order_violation_rate,weight_order_violation_pair_rate,pitfall_mirror_rate,n_pitfall_mirrors,max_pitfall_mirror_similarity,pitfall_fraction,weight_band_rate,unclassified_polarity_rate,check_item_count_7_20_rate,check_title_2_to_4_words_rate,check_description_single_sentence_rate,check_category_legal_rate,check_weight_in_range_rate,check_weight_matches_band_rate,check_pitfall_opener_rate,check_rar_keys_only_rate,check_no_verbatim_copy_rate,check_self_contained_rate,n_weight_order_pairs,pitfall_mirror_pairs,n_rollouts,n_correct,n_incorrect,auc,best_of_n_accuracy,best_of_n_lift,random_baseline,spearman,separation,z_separation,mean_correct,mean_incorrect,length_hack_r,question_mode,n_distractors_requested,n_distractors_used,distractor_uids,cross_pass_rate,cross_score_weighted,same_question_pass_rate,same_question_measured,specificity_gap,boilerplate_fraction,n_universal_criteria,specific_fraction,gold_pass_fraction
sci-7ecc5410f761,rar_science,baseline,,,,,,,,,,,,,,,,,coverage,9.0,13.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0769230769230769,0.0,9.0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-7ecc5410f761,rar_science,agentic,,,,,,,,,,,,,,,,,coverage,12.0,13.0,11.0,0.0,0.9230769230769231,0.9090909090909091,1.0,0.0,0.0,,1.3333333333333333,1.0,12.0,[13],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-7ecc5410f761,rar_science,agentic-noval,,,,,,,,,,,,,,,,,coverage,15.0,13.0,11.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.06666666666666667,,1.3846153846153846,0.0,15.0,[],"[{'criterion_index': 14, 'title': 'W lacks color locus'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-9d88935632cd,rar_science,shipped,,,,,,,,,,,,,,,,,coverage,7.0,3.0,3.0,3.0,1.0,1.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,1.0,2.3333333333333335,0.0,7.0,[],"[{'criterion_index': 2, 'title': 'Distinct Phosphorylation Signals'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-9d88935632cd,rar_science,baseline,,,,,,,,,,,,,,,,,coverage,7.0,3.0,3.0,3.0,1.0,1.0,0.5714285714285714,0.0,0.42857142857142855,1.0,1.3333333333333333,0.0,7.0,[],"[{'criterion_index': 3, 'title': 'PLCγ1 vs DOK1 Signal'}, {'criterion_index': 4, 'title': 'Docking Domains Mention'}, {'criterion_index': 6, 'title': 'Ignoring Signal Difference'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-9d88935632cd,rar_science,agentic,,,,,,,,,,,,,,,,,coverage,10.0,3.0,3.0,3.0,1.0,1.0,0.6,0.0,0.4,1.0,1.6666666666666667,0.0,10.0,[],"[{'criterion_index': 5, 'title': 'PLCγ1 signal generation'}, {'criterion_index': 6, 'title': 'PLCγ1 vs DOK1 difference'}, {'criterion_index': 7, 'title': 'Docking site specificity'}, {'criterion_index': 8, 'title': 'SH2/PTB recognition'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-9d88935632cd,rar_science,agentic-noval,,,,,,,,,,,,,,,,,coverage,11.0,3.0,3.0,3.0,1.0,1.0,0.8181818181818182,0.0,0.18181818181818182,1.0,4.666666666666667,0.0,11.0,[],"[{'criterion_index': 6, 'title': 'SH2/PTB recognition'}, {'criterion_index': 8, 'title': 'Avoids PLCγ1 vs DOK1 fabrication'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-200bfdc23b84,rar_science,shipped,,,,,,,,,,,,,,,,,coverage,7.0,20.0,16.0,3.0,0.9,1.0,0.8571428571428571,0.14285714285714285,0.0,1.0,1.2777777777777777,2.0,7.0,"[10, 11]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-200bfdc23b84,rar_science,baseline,,,,,,,,,,,,,,,,,coverage,12.0,20.0,16.0,3.0,0.75,0.9375,0.9166666666666666,0.0,0.08333333333333333,1.0,1.0666666666666667,5.0,12.0,"[4, 5, 10, 11, 19]","[{'criterion_index': 11, 'title': 'Incorrect frequency regime'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-200bfdc23b84,rar_science,agentic,,,,,,,,,,,,,,,,,coverage,14.0,20.0,16.0,3.0,0.8,0.875,1.0,0.0,0.0,1.0,1.0625,4.0,14.0,"[4, 5, 16, 19]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-200bfdc23b84,rar_science,agentic-noval,,,,,,,,,,,,,,,,,coverage,15.0,20.0,16.0,3.0,0.8,0.9375,0.9333333333333333,0.0,0.06666666666666667,1.0,1.125,4.0,15.0,"[3, 4, 5, 11]","[{'criterion_index': 13, 'title': 'Avoid skipping impedance'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-405ee9085b56,rar_science,shipped,,,,,,,,,,,,,,,,,coverage,7.0,8.0,8.0,2.0,1.0,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,1.25,0.0,7.0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-405ee9085b56,rar_science,baseline,,,,,,,,,,,,,,,,,coverage,12.0,8.0,8.0,2.0,0.875,0.875,0.5833333333333334,0.0,0.4166666666666667,1.0,1.0,1.0,12.0,[6],"[{'criterion_index': 2, 'title': 'Mentions Antisymmetric Wavefunction'}, {'criterion_index': 3, 'title': 'Explains Effect on Dynamics'}, {'criterion_index': 4, 'title': 'Contextualizes Pauli Principle'}, {'criterion_index': 6, 'title': 'Addresses Boundary on Circle'}, {'criterion_index': 8, 'title': 'Contextualizes Physical Approximation'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-405ee9085b56,rar_science,agentic,,,,,,,,,,,,,,,,,coverage,16.0,8.0,8.0,2.0,1.0,1.0,0.375,0.0,0.625,1.0,1.875,0.0,16.0,[],"[{'criterion_index': 3, 'title': 'Properties discussed'}, {'criterion_index': 5, 'title': 'Periodicity on circle'}, {'criterion_index': 6, 'title': 'Bounded at coincidence'}, {'criterion_index': 7, 'title': 'Exchange symmetry'}, {'criterion_index': 8, 'title': 'Soft-core regularization'}, {'criterion_index': 9, 'title': 'Parameter meaning'}, {'criterion_index': 10, 'title': 'Well-defined Hamiltonian'}, {'criterion_index': 11, 'title': 'Pauli: states not positions'}, {'criterion_index': 13, 'title': 'Antisymmetry preserved'}, {'criterion_index': 15, 'title': 'Avoids antisymmetric potential'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-405ee9085b56,rar_science,agentic-noval,,,,,,,,,,,,,,,,,coverage,15.0,8.0,8.0,2.0,0.75,0.75,0.26666666666666666,0.0,0.7333333333333333,1.0,1.1666666666666667,2.0,15.0,"[6, 7]","[{'criterion_index': 2, 'title': 'Periodicity on circle'}, {'criterion_index': 3, 'title': 'Finite at coincidence'}, {'criterion_index': 4, 'title': 'Exchange symmetry V(-s)=V(s)'}, {'criterion_index': 6, 'title': 'No singular forces'}, {'criterion_index': 7, 'title': 'Pauli from antisymmetry'}, {'criterion_index': 8, 'title': 'Node for same-spin'}, {'criterion_index': 9, 'title': 'Opposite-spin coincidence'}, {'criterion_index': 10, 'title': 'Hamiltonian exchange symmetry'}, {'criterion_index': 11, 'title': 'No renormalization needed'}, {'criterion_index': 13, 'title': 'Spectrum from finite V'}, {'criterion_index': 14, 'title': 'Explicit spin-state qualifier'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-357cbeb50968,rar_science,shipped,,,,,,,,,,,,,,,,,coverage,8.0,10.0,10.0,2.0,1.0,1.0,0.5,0.375,0.125,1.0,2.2,0.0,8.0,[],"[{'criterion_index': 6, 'title': 'Assumption Noted'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-357cbeb50968,rar_science,baseline,,,,,,,,,,,,,,,,,coverage,11.0,10.0,10.0,2.0,1.0,1.0,0.2727272727272727,0.0,0.7272727272727273,1.0,1.5,0.0,11.0,[],"[{'criterion_index': 1, 'title': 'Form of U(t)'}, {'criterion_index': 2, 'title': 'Action on eigenstates'}, {'criterion_index': 4, 'title': 'Evaluate the amplitude'}, {'criterion_index': 5, 'title': 'Calculate the probability'}, {'criterion_index': 6, 'title': 'Time independence'}, {'criterion_index': 8, 'title': 'Clarify assumptions'}, {'criterion_index': 9, 'title': 'Phase factor error'}, {'criterion_index': 10, 'title': 'Basis confusion'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-357cbeb50968,rar_science,agentic,,,,,,,,,,,,,,,,,coverage,8.0,10.0,10.0,2.0,1.0,1.0,0.625,0.0,0.375,1.0,1.1,0.0,8.0,[],"[{'criterion_index': 2, 'title': 'U(t) explicit form'}, {'criterion_index': 3, 'title': 'Eigenvalue equation used'}, {'criterion_index': 7, 'title': 'Avoids z·z for |z|²'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-357cbeb50968,rar_science,agentic-noval,,,,,,,,,,,,,,,,,coverage,13.0,10.0,10.0,2.0,1.0,1.0,0.6153846153846154,0.0,0.38461538461538464,1.0,1.5,0.0,13.0,[],"[{'criterion_index': 0, 'title': 'U(t) form and time-independent H'}, {'criterion_index': 3, 'title': 'Eigenvalue equation'}, {'criterion_index': 4, 'title': 'Amplitude with phase'}, {'criterion_index': 5, 'title': 'Intermediate equality chain'}, {'criterion_index': 12, 'title': 'Spectral decomposition of U(t)'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-c06c57b8a972,rar_science,shipped,,,,,,,,,,,,,,,,,coverage,10.0,2.0,2.0,3.0,1.0,1.0,0.4,0.6,0.0,1.0,2.0,0.0,10.0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-c06c57b8a972,rar_science,baseline,,,,,,,,,,,,,,,,,coverage,11.0,2.0,2.0,3.0,1.0,1.0,0.2727272727272727,0.18181818181818182,0.5454545454545454,1.0,2.5,0.0,11.0,[],"[{'criterion_index': 0, 'title': 'Hamiltonian Formulation'}, {'criterion_index': 1, 'title': 'Partition Function Derivation'}, {'criterion_index': 2, 'title': 'Average Energy Expectation Value'}, {'criterion_index': 5, 'title': 'Derivation of the Discrepancy'}, {'criterion_index': 6, 'title': 'Thermodynamic Free Energy'}, {'criterion_index': 9, 'title': 'Pitfall: Ignoring Beta Dependence'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-c06c57b8a972,rar_science,agentic,,,,,,,,,,,,,,,,,coverage,6.0,2.0,2.0,3.0,1.0,1.0,0.16666666666666666,0.0,0.8333333333333334,1.0,2.0,0.0,6.0,[],"[{'criterion_index': 1, 'title': 'Modified energy relation'}, {'criterion_index': 2, 'title': 'Correction sign'}, {'criterion_index': 3, 'title': 'Free energy unmodified'}, {'criterion_index': 4, 'title': 'Microscopic Hamiltonian'}, {'criterion_index': 5, 'title': 'Microscopic implications'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-c06c57b8a972,rar_science,agentic-noval,,,,,,,,,,,,,,,,,coverage,15.0,2.0,2.0,3.0,1.0,1.0,0.13333333333333333,0.0,0.8666666666666667,1.0,2.0,0.0,15.0,[],"[{'criterion_index': 0, 'title': 'Hamiltonian statement'}, {'criterion_index': 1, 'title': 'Partition function Z'}, {'criterion_index': 3, 'title': 'Modified identity'}, {'criterion_index': 4, 'title': 'Internal energy U'}, {'criterion_index': 5, 'title': 'U versus ⟨H⟩ distinction'}, {'criterion_index': 6, 'title': 'Chain rule application'}, {'criterion_index': 7, 'title': 'Detailed energy derivation'}, {'criterion_index': 8, 'title': 'Free energy validity'}, {'criterion_index': 9, 'title': 'Integral factorization'}, {'criterion_index': 10, 'title': 'Coarse-grained interpretation'}, {'criterion_index': 11, 'title': 'Two-parameter partition'}, {'criterion_index': 12, 'title': 'Microscopic implications'}, {'criterion_index': 14, 'title': 'Avoids sign flip'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-27a042bba75f,rar_science,shipped,,,,,,,,,,,,,,,,,coverage,7.0,10.0,10.0,0.0,1.0,1.0,0.5714285714285714,0.42857142857142855,0.0,,1.2,0.0,7.0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-27a042bba75f,rar_science,baseline,,,,,,,,,,,,,,,,,coverage,11.0,10.0,10.0,0.0,1.0,1.0,0.45454545454545453,0.5454545454545454,0.0,,1.8,0.0,11.0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-27a042bba75f,rar_science,agentic,,,,,,,,,,,,,,,,,coverage,11.0,10.0,10.0,0.0,1.0,1.0,0.8181818181818182,0.0,0.18181818181818182,,1.4,0.0,11.0,[],"[{'criterion_index': 9, 'title': 'Avoid first-order misapplication'}, {'criterion_index': 10, 'title': 'Avoid mixed-order division by zero'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-27a042bba75f,rar_science,agentic-noval,,,,,,,,,,,,,,,,,coverage,11.0,10.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.6,0.0,11.0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-46a70d998b40,rar_science,shipped,,,,,,,,,,,,,,,,,coverage,7.0,6.0,6.0,0.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,,1.6666666666666667,0.0,7.0,[],"[{'criterion_index': 3, 'title': 'Assumption Explanation'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
