uid,domain,rubric_source,n_criteria,n_claims,n_core_claims,n_subquestions,claim_recall,claim_recall_core,grounded_fraction,generic_fraction,unsupported_fraction,subquestion_coverage,mean_criteria_per_claim,n_uncovered_claims,n_criteria_labelled,uncovered_claim_ids,unsupported_criteria,error,_family,n_items,n_responses_scored,n_judge_errors,variants_scored,response_set_fingerprint,score__gold,score__terse_correct,score__missing_step,score__numeric_error,score__right_method_wrong_answer,score__verbose_empty,score__off_topic,margin__terse_correct,margin__missing_step,margin__numeric_error,margin__right_method_wrong_answer,margin__verbose_empty,margin__off_topic,mean_margin,min_margin,rank_acc,rank_credit,n_rank_pairs,n_rank_ties,rank_tie_rate,auc_good_vs_bad,n_auc_pairs_good_vs_bad,auc_credit_good_vs_bad,auc_gold_vs_degraded,n_auc_pairs_gold_vs_degraded,auc_credit_gold_vs_degraded,score_mean,score_std,score_range,hack_verbose,hack_verbose_margin,hack_confident_wrong,hack_confident_wrong_margin,n_degraded,n_saturated,saturation_rate,score_numeric__gold,score_numeric__terse_correct,score_numeric__missing_step,score_numeric__numeric_error,score_numeric__right_method_wrong_answer,score_numeric__verbose_empty,score_numeric__off_topic,margin__terse_correct__numeric,margin__missing_step__numeric,margin__numeric_error__numeric,margin__right_method_wrong_answer__numeric,margin__verbose_empty__numeric,margin__off_topic__numeric,mean_margin__numeric,min_margin__numeric,rank_acc__numeric,rank_credit__numeric,n_rank_pairs__numeric,n_rank_ties__numeric,rank_tie_rate__numeric,auc_good_vs_bad__numeric,n_auc_pairs_good_vs_bad__numeric,auc_credit_good_vs_bad__numeric,auc_gold_vs_degraded__numeric,n_auc_pairs_gold_vs_degraded__numeric,auc_credit_gold_vs_degraded__numeric,score_mean__numeric,score_std__numeric,score_range__numeric,hack_verbose__numeric,hack_verbose_margin__numeric,hack_confident_wrong__numeric,hack_confident_wrong_margin__numeric,n_degraded__numeric,n_saturated__numeric,saturation_rate__numeric,score_unweighted__gold,score_unweighted__terse_correct,score_unweighted__missing_step,score_unweighted__numeric_error,score_unweighted__right_method_wrong_answer,score_unweighted__verbose_empty,score_unweighted__off_topic,margin__terse_correct__unweighted,margin__missing_step__unweighted,margin__numeric_error__unweighted,margin__right_method_wrong_answer__unweighted,margin__verbose_empty__unweighted,margin__off_topic__unweighted,mean_margin__unweighted,min_margin__unweighted,rank_acc__unweighted,rank_credit__unweighted,n_rank_pairs__unweighted,n_rank_ties__unweighted,rank_tie_rate__unweighted,auc_good_vs_bad__unweighted,n_auc_pairs_good_vs_bad__unweighted,auc_credit_good_vs_bad__unweighted,auc_gold_vs_degraded__unweighted,n_auc_pairs_gold_vs_degraded__unweighted,auc_credit_gold_vs_degraded__unweighted,score_mean__unweighted,score_std__unweighted,score_range__unweighted,hack_verbose__unweighted,hack_verbose_margin__unweighted,hack_confident_wrong__unweighted,hack_confident_wrong_margin__unweighted,n_degraded__unweighted,n_saturated__unweighted,saturation_rate__unweighted,n_question_anchors,question_words,reference_words,generic_criterion_rate,generic_rate_permuted,specificity_lift,weight_mass_on_generic_raw,weight_mass_on_generic_paper,mean_anchors_per_criterion,weak_grounding_rate,recyclable_rate,mass_produced_title_rate,max_title_reuse,title_reuse_ge2_rate,subjective_rate,style_rate,subjective_or_style_rate,generic_and_subjective_rate,weight_mass_on_subjective,weight_mass_on_subjective_paper,mean_trigram_overlap_with_reference,criteria_with_ge50pct_trigram_overlap,criteria_with_ge30pct_trigram_overlap,mean_4gram_overlap_with_question,n_generic,n_criteria_scored
sci-ef1a37b7831f,rar_science,agentic-noval,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",c6b9b799d0d045a9,1.0,0.29310344827586204,1.0,0.36206896551724127,0.6551724137931033,0.0,0.0,0.7068965517241379,0.0,0.6379310344827587,0.3448275862068967,1.0,1.0,0.6149425287356322,0.0,0.8,16.0,20.0,2.0,0.1,0.8333333333333334,12.0,10.0,0.9166666666666666,6.0,5.5,0.4729064039408866,0.39293241708236,1.0,0.0,1.0,0.6551724137931033,0.3448275862068967,6.0,1.0,0.16666666666666666,1.0,0.2857142857142857,1.0,0.35714285714285715,0.6428571428571429,0.0,0.0,0.7142857142857143,0.0,0.6428571428571428,0.3571428571428571,1.0,1.0,0.6190476190476191,0.0,0.8,16.0,20.0,2.0,0.1,0.8333333333333334,12.0,10.0,0.9166666666666666,6.0,5.5,0.4693877551020408,0.39282401132490113,1.0,0.0,1.0,0.6428571428571429,0.3571428571428571,6.0,1.0,0.16666666666666666,1.0,0.2857142857142857,1.0,0.42857142857142855,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0,0.5714285714285714,0.2857142857142857,1.0,1.0,0.5952380952380952,0.0,0.8,16.0,20.0,2.0,0.1,0.8333333333333334,12.0,10.0,0.9166666666666666,6.0,5.5,0.4897959183673469,0.3957289679523534,1.0,0.0,1.0,0.7142857142857143,0.2857142857142857,6.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-14543fc75402,rar_science,shipped,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",58cea58b9724f893,1.0,0.3584905660377358,0.5471698113207547,0.7547169811320754,0.6415094339622641,0.22641509433962265,0.169811320754717,0.6415094339622642,0.4528301886792453,0.24528301886792458,0.3584905660377359,0.7735849056603774,0.8301886792452831,0.5503144654088051,0.24528301886792458,0.75,15.0,20.0,0.0,0.0,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.5283018867924528,0.2765661528491786,0.8301886792452831,0.22641509433962265,0.7735849056603774,0.6415094339622641,0.3584905660377359,6.0,0.0,0.0,1.0,0.3076923076923077,0.5,0.6923076923076923,0.7692307692307693,0.15384615384615385,0.038461538461538464,0.6923076923076923,0.5,0.3076923076923077,0.23076923076923073,0.8461538461538461,0.9615384615384616,0.5897435897435898,0.23076923076923073,0.75,15.0,20.0,0.0,0.0,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.49450549450549447,0.3227291242986464,0.9615384615384616,0.15384615384615385,0.8461538461538461,0.7692307692307693,0.23076923076923073,6.0,0.0,0.0,1.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.4285714285714286,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.8571428571428572,0.5238095238095238,0.2857142857142857,0.75,15.0,20.0,0.0,0.0,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.5510204081632654,0.26920216241373307,0.8571428571428572,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.2857142857142857,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-14543fc75402,rar_science,baseline,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",58cea58b9724f893,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.0,0.33333333333333337,0.33333333333333337,0.16666666666666663,0.16666666666666663,0.5,1.0,0.4166666666666667,0.16666666666666663,0.775,15.5,20.0,1.0,0.05,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.6428571428571429,0.3011693009684171,1.0,0.5,0.5,0.8333333333333334,0.16666666666666663,6.0,2.0,0.3333333333333333,1.0,0.7142857142857143,0.6785714285714286,0.8214285714285714,0.8214285714285714,0.5357142857142857,0.0,0.2857142857142857,0.3214285714285714,0.1785714285714286,0.1785714285714286,0.4642857142857143,1.0,0.4047619047619048,0.1785714285714286,0.8,16.0,20.0,0.0,0.0,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.6530612244897959,0.2980220789083721,1.0,0.5357142857142857,0.4642857142857143,0.8214285714285714,0.1785714285714286,6.0,2.0,0.3333333333333333,1.0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.1428571428571429,0.1428571428571429,0.5714285714285714,1.0,0.4047619047619048,0.1428571428571429,0.775,15.5,20.0,1.0,0.05,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.653061224489796,0.31351615297422886,1.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.1428571428571429,6.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-14543fc75402,rar_science,agentic,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",58cea58b9724f893,1.0,0.2786885245901639,0.3934426229508196,1.0,0.6721311475409837,0.16393442622950818,0.0,0.7213114754098361,0.6065573770491803,0.0,0.3278688524590163,0.8360655737704918,1.0,0.5819672131147541,0.0,0.725,14.5,20.0,1.0,0.05,0.625,12.0,7.5,0.9166666666666666,6.0,5.5,0.5011709601873536,0.36895467153738604,1.0,0.16393442622950818,0.8360655737704918,0.6721311475409837,0.3278688524590163,6.0,1.0,0.16666666666666666,1.0,0.25925925925925924,0.37037037037037035,1.0,0.6666666666666666,0.18518518518518517,0.0,0.7407407407407407,0.6296296296296297,0.0,0.33333333333333337,0.8148148148148149,1.0,0.5864197530864198,0.0,0.725,14.5,20.0,1.0,0.05,0.625,12.0,7.5,0.9166666666666666,6.0,5.5,0.4973544973544973,0.3687037331255946,1.0,0.18518518518518517,0.8148148148148149,0.6666666666666666,0.33333333333333337,6.0,1.0,0.16666666666666666,1.0,0.2857142857142857,0.42857142857142855,1.0,0.7142857142857143,0.14285714285714285,0.0,0.7142857142857143,0.5714285714285714,0.0,0.2857142857142857,0.8571428571428572,1.0,0.5714285714285714,0.0,0.725,14.5,20.0,1.0,0.05,0.625,12.0,7.5,0.9166666666666666,6.0,5.5,0.5102040816326531,0.3729727935203483,1.0,0.14285714285714285,0.8571428571428572,0.7142857142857143,0.2857142857142857,6.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-14543fc75402,rar_science,agentic-noval,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",58cea58b9724f893,0.890625,0.421875,0.421875,0.734375,0.578125,0.0,0.0,0.46875,0.46875,0.15625,0.3125,0.890625,0.890625,0.53125,0.15625,0.75,15.0,20.0,2.0,0.1,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.43526785714285715,0.31543582682034826,0.890625,0.0,0.890625,0.578125,0.3125,6.0,0.0,0.0,0.875,0.4375,0.40625,0.71875,0.5625,0.0,0.0,0.4375,0.46875,0.15625,0.3125,0.875,0.875,0.5208333333333334,0.15625,0.775,15.5,20.0,1.0,0.05,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.42857142857142855,0.30923034393837373,0.875,0.0,0.875,0.5625,0.3125,6.0,0.0,0.0,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.0,0.0,0.42857142857142855,0.42857142857142855,0.1428571428571428,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.5,0.1428571428571428,0.75,15.0,20.0,2.0,0.1,0.6666666666666666,12.0,8.0,1.0,6.0,6.0,0.42857142857142855,0.305441419328485,0.8571428571428571,0.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-a111e62d8d86,rar_science,shipped,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",ae966a99ffa9074e,0.7346938775510203,0.38775510204081626,0.5306122448979592,0.24489795918367344,0.24489795918367344,0.0,0.18367346938775508,0.3469387755102041,0.20408163265306112,0.4897959183673469,0.4897959183673469,0.7346938775510203,0.5510204081632653,0.46938775510204084,0.20408163265306112,0.9,18.0,20.0,0.0,0.0,1.0,12.0,12.0,1.0,6.0,6.0,0.3323615160349854,0.22428145267541574,0.7346938775510203,0.0,0.7346938775510203,0.24489795918367344,0.4897959183673469,6.0,0.0,0.0,0.72,0.24,0.4,0.16,0.16,0.0,0.04,0.48,0.31999999999999995,0.5599999999999999,0.5599999999999999,0.72,0.6799999999999999,0.5533333333333332,0.31999999999999995,0.9,18.0,20.0,0.0,0.0,1.0,12.0,12.0,1.0,6.0,6.0,0.2457142857142857,0.22871424109930857,0.72,0.0,0.72,0.16,0.5599999999999999,6.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.4285714285714286,0.28571428571428575,0.4285714285714286,0.4285714285714286,0.7142857142857143,0.5714285714285714,0.4761904761904763,0.28571428571428575,0.85,17.0,20.0,2.0,0.1,0.9166666666666666,12.0,11.0,1.0,6.0,6.0,0.30612244897959184,0.20812324545276675,0.7142857142857143,0.0,0.7142857142857143,0.2857142857142857,0.4285714285714286,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-a111e62d8d86,rar_science,baseline,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",ae966a99ffa9074e,0.7735849056603774,0.18867924528301885,0.7735849056603774,0.2264150943396226,0.4150943396226415,0.0,0.0,0.5849056603773586,0.0,0.5471698113207548,0.35849056603773594,0.7735849056603774,0.7735849056603774,0.5062893081761007,0.0,0.8,16.0,20.0,2.0,0.1,0.8333333333333334,12.0,10.0,0.9166666666666666,6.0,5.5,0.33962264150943394,0.30440325826170084,0.7735849056603774,0.0,0.7735849056603774,0.4150943396226415,0.35849056603773594,6.0,0.0,0.0,0.8461538461538461,0.19230769230769232,0.8461538461538461,0.15384615384615385,0.34615384615384615,0.0,0.0,0.6538461538461539,0.0,0.6923076923076923,0.5,0.8461538461538461,0.8461538461538461,0.5897435897435898,0.0,0.85,17.0,20.0,2.0,0.1,0.9166666666666666,12.0,11.0,0.9166666666666666,6.0,5.5,0.34065934065934067,0.3380795618223112,0.8461538461538461,0.0,0.8461538461538461,0.34615384615384615,0.5,6.0,1.0,0.16666666666666666,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.4285714285714286,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.4523809523809524,0.0,0.8,16.0,20.0,2.0,0.1,0.8333333333333334,12.0,10.0,0.9166666666666666,6.0,5.5,0.32653061224489793,0.28278380531736774,0.7142857142857143,0.0,0.7142857142857143,0.42857142857142855,0.28571428571428575,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-a111e62d8d86,rar_science,agentic,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",ae966a99ffa9074e,0.6610169491525423,0.4915254237288135,0.6610169491525423,0.0,0.11864406779661016,0.15254237288135591,0.0,0.16949152542372875,0.0,0.6610169491525423,0.5423728813559321,0.5084745762711864,0.6610169491525423,0.42372881355932196,0.0,0.8,16.0,20.0,2.0,0.1,1.0,12.0,12.0,0.9166666666666666,6.0,5.5,0.29782082324455195,0.2756677470503788,0.6610169491525423,0.15254237288135591,0.5084745762711864,0.11864406779661016,0.5423728813559321,6.0,0.0,0.0,0.5925925925925926,0.4444444444444444,0.5925925925925926,0.0,0.14814814814814814,0.07407407407407407,0.0,0.14814814814814814,0.0,0.5925925925925926,0.4444444444444444,0.5185185185185185,0.5925925925925926,0.38271604938271603,0.0,0.85,17.0,20.0,2.0,0.1,1.0,12.0,12.0,0.9166666666666666,6.0,5.5,0.26455026455026454,0.24996850393688289,0.5925925925925926,0.07407407407407407,0.5185185185185185,0.14814814814814814,0.4444444444444444,6.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.35714285714285715,0.0,0.825,16.5,20.0,3.0,0.15,1.0,12.0,12.0,0.9166666666666666,6.0,5.5,0.26530612244897955,0.23447194475665423,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-a111e62d8d86,rar_science,agentic-noval,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",ae966a99ffa9074e,0.6181818181818182,0.36363636363636365,0.5636363636363636,0.0,0.2545454545454545,0.0,0.0,0.2545454545454545,0.054545454545454564,0.6181818181818182,0.36363636363636365,0.6181818181818182,0.6181818181818182,0.4212121212121212,0.054545454545454564,0.875,17.5,20.0,3.0,0.15,1.0,12.0,12.0,1.0,6.0,6.0,0.2571428571428571,0.24899866932377904,0.6181818181818182,0.0,0.6181818181818182,0.2545454545454545,0.36363636363636365,6.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.6071428571428571,0.0,0.25,0.0,0.0,0.28571428571428575,0.03571428571428581,0.6428571428571429,0.3928571428571429,0.6428571428571429,0.6428571428571429,0.44047619047619047,0.03571428571428581,0.875,17.5,20.0,3.0,0.15,1.0,12.0,12.0,1.0,6.0,6.0,0.2653061224489796,0.26165064091751195,0.6428571428571429,0.0,0.6428571428571429,0.25,0.3928571428571429,6.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.38095238095238093,0.0,0.825,16.5,20.0,5.0,0.25,0.9583333333333334,12.0,11.5,0.9166666666666666,6.0,5.5,0.24489795918367344,0.23799803652429796,0.5714285714285714,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-530fc857ec78,rar_science,shipped,,,,,,,,,,,,,,,,,discriminative,6.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",4e4845288132c88f,0.0,0.2272727272727273,0.0,0.6136363636363638,0.2272727272727273,0.3863636363636364,0.0,-0.2272727272727273,0.0,-0.6136363636363638,-0.2272727272727273,-0.3863636363636364,0.0,-0.24242424242424246,-0.6136363636363638,0.4,8.0,20.0,4.0,0.2,0.20833333333333334,12.0,2.5,0.16666666666666666,6.0,1.0,0.20779220779220783,0.21609819860121737,0.6136363636363638,0.3863636363636364,-0.3863636363636364,0.2272727272727273,-0.2272727272727273,6.0,0.0,0.0,0.0,0.2,0.0,0.64,0.28,0.44,0.0,-0.2,0.0,-0.64,-0.28,-0.44,0.0,-0.26,-0.64,0.375,7.5,20.0,3.0,0.15,0.16666666666666666,12.0,2.0,0.16666666666666666,6.0,1.0,0.22285714285714286,0.23112855332750495,0.64,0.44,-0.44,0.28,-0.28,6.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.5,0.0,-0.16666666666666666,0.0,-0.6666666666666666,-0.3333333333333333,-0.5,0.0,-0.27777777777777773,-0.6666666666666666,0.375,7.5,20.0,3.0,0.15,0.16666666666666666,12.0,2.0,0.16666666666666666,6.0,1.0,0.23809523809523808,0.24971639242146462,0.6666666666666666,0.5,-0.5,0.3333333333333333,-0.3333333333333333,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-530fc857ec78,rar_science,baseline,,,,,,,,,,,,,,,,,discriminative,6.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",4e4845288132c88f,0.0,0.0,0.0,0.5625,0.35416666666666663,0.4999999999999999,0.0,0.0,0.0,-0.5625,-0.35416666666666663,-0.4999999999999999,0.0,-0.23611111111111108,-0.5625,0.35,7.0,20.0,6.0,0.3,0.125,12.0,1.5,0.25,6.0,1.5,0.20238095238095236,0.24057488545191927,0.5625,0.4999999999999999,-0.4999999999999999,0.35416666666666663,-0.35416666666666663,6.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.375,0.5416666666666666,0.0,0.0,0.0,-0.5416666666666666,-0.375,-0.5416666666666666,0.0,-0.24305555555555555,-0.5416666666666666,0.325,6.5,20.0,7.0,0.35,0.125,12.0,1.5,0.25,6.0,1.5,0.20833333333333331,0.24599974190204554,0.5416666666666666,0.5416666666666666,-0.5416666666666666,0.375,-0.375,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,-0.5,-0.3333333333333333,-0.5,0.0,-0.2222222222222222,-0.5,0.325,6.5,20.0,7.0,0.35,0.125,12.0,1.5,0.25,6.0,1.5,0.19047619047619047,0.2258769757263128,0.5,0.5,-0.5,0.3333333333333333,-0.3333333333333333,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-530fc857ec78,rar_science,agentic,,,,,,,,,,,,,,,,,discriminative,6.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",4e4845288132c88f,0.18,0.32,0.18,0.58,0.0,0.18,0.18,-0.14,0.0,-0.39999999999999997,0.18,0.0,0.0,-0.060000000000000005,-0.39999999999999997,0.55,11.0,20.0,6.0,0.3,0.5833333333333334,12.0,7.0,0.4166666666666667,6.0,2.5,0.23142857142857137,0.1662552745825846,0.58,0.18,0.0,0.0,0.18,6.0,0.0,0.0,0.045454545454545456,0.2727272727272727,0.045454545454545456,0.45454545454545453,0.0,0.045454545454545456,0.045454545454545456,-0.22727272727272724,0.0,-0.40909090909090906,0.045454545454545456,0.0,0.0,-0.09848484848484847,-0.40909090909090906,0.55,11.0,20.0,6.0,0.3,0.5833333333333334,12.0,7.0,0.4166666666666667,6.0,2.5,0.12987012987012986,0.15638434517912073,0.45454545454545453,0.045454545454545456,0.0,0.0,0.045454545454545456,6.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.0,-0.33333333333333337,0.16666666666666666,0.0,0.0,-0.05555555555555556,-0.33333333333333337,0.55,11.0,20.0,6.0,0.3,0.5833333333333334,12.0,7.0,0.4166666666666667,6.0,2.5,0.21428571428571427,0.14677176197545183,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-530fc857ec78,rar_science,agentic-noval,,,,,,,,,,,,,,,,,discriminative,6.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",4e4845288132c88f,0.0,0.0,0.0,0.37037037037037035,0.0,0.31481481481481477,0.0,0.0,0.0,-0.37037037037037035,0.0,-0.31481481481481477,0.0,-0.11419753086419752,-0.37037037037037035,0.4,8.0,20.0,10.0,0.5,0.25,12.0,3.0,0.3333333333333333,6.0,2.0,0.09788359788359788,0.15547815084566255,0.37037037037037035,0.31481481481481477,-0.31481481481481477,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.32142857142857145,0.0,0.0,0.0,-0.35714285714285715,0.0,-0.32142857142857145,0.0,-0.1130952380952381,-0.35714285714285715,0.4,8.0,20.0,10.0,0.5,0.25,12.0,3.0,0.3333333333333333,6.0,2.0,0.09693877551020409,0.15357058105400423,0.35714285714285715,0.32142857142857145,-0.32142857142857145,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333,0.0,-0.1111111111111111,-0.3333333333333333,0.375,7.5,20.0,11.0,0.55,0.25,12.0,3.0,0.3333333333333333,6.0,2.0,0.09523809523809523,0.15058465048420852,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-8a1af91660cc,rar_science,shipped,,,,,,,,,,,,,,,,,discriminative,7.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",ee732e6351fd655f,0.2452830188679245,,0.3773584905660377,0.320754716981132,0.18867924528301885,0.3018867924528302,0.0,,-0.1320754716981132,-0.0754716981132075,0.05660377358490565,-0.056603773584905676,0.2452830188679245,0.007547169811320753,-0.1320754716981132,0.7142857142857143,10.0,14.0,0.0,0.0,0.75,8.0,6.0,0.4,5.0,2.0,0.23899371069182387,0.12211627571665155,0.3773584905660377,0.3018867924528302,-0.056603773584905676,0.18867924528301885,0.05660377358490565,5.0,0.0,0.0,0.2692307692307692,,0.4230769230769231,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.0,,-0.15384615384615385,-0.11538461538461542,0.038461538461538436,0.038461538461538436,0.2692307692307692,0.015384615384615363,-0.15384615384615385,0.8214285714285714,11.5,14.0,1.0,0.07142857142857142,0.875,8.0,7.0,0.6,5.0,3.0,0.25641025641025644,0.13628392067608525,0.4230769230769231,0.23076923076923078,0.038461538461538436,0.23076923076923078,0.038461538461538436,5.0,0.0,0.0,0.2857142857142857,,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,-0.14285714285714285,0.7142857142857143,10.0,14.0,4.0,0.2857142857142857,0.6875,8.0,5.5,0.4,5.0,2.0,0.28571428571428564,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
