uid,domain,rubric_source,n_items,n_subparts,subpart_kind,is_mcq,question_words,reference_words,items_per_subpart,weight_mass,weight_mass_per_criterion,paper_weight_mass,paper_weight_mass_per_criterion,n_subparts_scored,n_orphan_subparts,orphan_subpart_rate,mean_best_subpart_overlap,error,_family,n_criteria,n_question_anchors,generic_criterion_rate,generic_rate_permuted,specificity_lift,weight_mass_on_generic_raw,weight_mass_on_generic_paper,mean_anchors_per_criterion,weak_grounding_rate,recyclable_rate,mass_produced_title_rate,max_title_reuse,title_reuse_ge2_rate,subjective_rate,style_rate,subjective_or_style_rate,generic_and_subjective_rate,weight_mass_on_subjective,weight_mass_on_subjective_paper,mean_trigram_overlap_with_reference,criteria_with_ge50pct_trigram_overlap,criteria_with_ge30pct_trigram_overlap,mean_4gram_overlap_with_question,n_generic,n_criteria_scored,checks,compliance_rate,fully_compliant_rubric,item_count_ok,polarity_single_rate,negative_weight_rate,weight_order_violation_rate,weight_order_violation_pair_rate,pitfall_mirror_rate,n_pitfall_mirrors,max_pitfall_mirror_similarity,pitfall_fraction,weight_band_rate,unclassified_polarity_rate,check_item_count_7_20_rate,check_title_2_to_4_words_rate,check_description_single_sentence_rate,check_category_legal_rate,check_weight_in_range_rate,check_weight_matches_band_rate,check_pitfall_opener_rate,check_rar_keys_only_rate,check_no_verbatim_copy_rate,check_self_contained_rate,n_weight_order_pairs,pitfall_mirror_pairs
med-3e58d5c52834,rar_medicine,agentic-tools,,,,,15.0,140.0,,,,,,,,,,,grounding,8.0,43.0,0.0,1.0,1.0,0.0,0.0,4.875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22849025974025977,0.25,0.375,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44131a7ca41d,rar_medicine,shipped,,,,,35.0,121.0,,,,,,,,,,,grounding,10.0,30.0,0.1,1.0,0.9,0.03125,0.039999999999999994,1.4,0.6,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.2,0.2,0.014285714285714285,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44131a7ca41d,rar_medicine,baseline,,,,,35.0,121.0,,,,,,,,,,,grounding,9.0,30.0,0.0,1.0,1.0,0.0,0.0,2.6666666666666665,0.3333333333333333,0.0,0.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.16129032258064516,0.1388888888888889,0.1815776815776816,0.1111111111111111,0.1111111111111111,0.03131313131313132,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44131a7ca41d,rar_medicine,agentic,,,,,35.0,121.0,,,,,,,,,,,grounding,15.0,30.0,0.13333333333333333,1.0,0.8666666666666667,0.11904761904761904,0.10638297872340426,1.8666666666666667,0.4666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19601010101010102,0.13333333333333333,0.3333333333333333,0.02571428571428571,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44131a7ca41d,rar_medicine,agentic-tools,,,,,35.0,121.0,,,,,,,,,,,grounding,15.0,30.0,0.06666666666666667,1.0,0.9333333333333333,0.057692307692307696,0.05645161290322581,2.3333333333333335,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23284271284271282,0.2,0.3333333333333333,0.040740740740740744,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44c1b0452475,rar_medicine,shipped,,,,,28.0,64.0,,,,,,,,,,,grounding,9.0,27.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0,3.7777777777777777,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.03571428571428571,0.047619047619047616,0.18333333333333332,0.1111111111111111,0.3333333333333333,0.05291005291005291,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44c1b0452475,rar_medicine,baseline,,,,,28.0,64.0,,,,,,,,,,,grounding,5.0,27.0,0.2,0.8,0.6000000000000001,0.06666666666666667,0.08333333333333334,4.2,0.4,0.2,0.2,13.0,0.4,0.2,0.2,0.2,0.2,0.06666666666666667,0.08333333333333334,0.17835497835497832,0.0,0.2,0.1,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44c1b0452475,rar_medicine,agentic,,,,,28.0,64.0,,,,,,,,,,,grounding,7.0,27.0,0.0,1.0,1.0,0.0,0.0,6.285714285714286,0.0,0.0,0.0,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.3415750915750916,0.2857142857142857,0.5714285714285714,0.20649350649350648,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44c1b0452475,rar_medicine,agentic-tools,,,,,28.0,64.0,,,,,,,,,,,grounding,5.0,27.0,0.0,1.0,1.0,0.0,0.0,6.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2015873015873016,0.0,0.0,0.08,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-45b65c37ae12,rar_medicine,shipped,,,,,32.0,90.0,,,,,,,,,,,grounding,10.0,17.0,0.2,1.0,0.8,0.17647058823529413,0.1940298507462687,2.3,0.4,0.0,0.0,2.0,0.1,0.2,0.1,0.2,0.2,0.17647058823529413,0.1940298507462687,0.08214285714285714,0.1,0.1,0.07575757575757576,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-45b65c37ae12,rar_medicine,baseline,,,,,32.0,90.0,,,,,,,,,,,grounding,9.0,17.0,0.3333333333333333,1.0,0.6666666666666667,0.3,0.31884057971014496,2.2222222222222223,0.3333333333333333,0.0,0.0,4.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.23333333333333334,0.18840579710144928,0.17946127946127946,0.2222222222222222,0.3333333333333333,0.06349206349206349,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-45b65c37ae12,rar_medicine,agentic,,,,,32.0,90.0,,,,,,,,,,,grounding,10.0,17.0,0.1,1.0,0.9,0.0625,0.047619047619047616,1.8,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25285714285714284,0.3,0.4,0.04,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-45b65c37ae12,rar_medicine,agentic-tools,,,,,32.0,90.0,,,,,,,,,,,grounding,10.0,17.0,0.0,1.0,1.0,0.0,0.0,2.1,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-53e3b6247ade,rar_medicine,shipped,,,,,64.0,137.0,,,,,,,,,,,grounding,10.0,34.0,0.2,0.9,0.7,0.07142857142857142,0.19047619047619047,2.8,0.3,0.0,0.0,3.0,0.1,0.2,0.1,0.2,0.1,0.07142857142857142,0.09523809523809523,0.13083333333333333,0.0,0.2,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-53e3b6247ade,rar_medicine,baseline,,,,,64.0,137.0,,,,,,,,,,,grounding,9.0,34.0,0.1111111111111111,0.8888888888888888,0.7777777777777777,0.07692307692307693,0.14516129032258066,3.2222222222222223,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19832143165476498,0.1111111111111111,0.3333333333333333,0.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-53e3b6247ade,rar_medicine,agentic,,,,,64.0,137.0,,,,,,,,,,,grounding,11.0,34.0,0.0,0.9090909090909091,0.9090909090909091,0.0,0.0,4.454545454545454,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1906898656898657,0.09090909090909091,0.36363636363636365,0.055739210284664824,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-53e3b6247ade,rar_medicine,agentic-tools,,,,,64.0,137.0,,,,,,,,,,,grounding,12.0,34.0,0.08333333333333333,0.9166666666666666,0.8333333333333333,0.045454545454545456,0.09375,3.3333333333333335,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20179172679172677,0.08333333333333333,0.3333333333333333,0.018518518518518517,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5a729ac36da6,rar_medicine,shipped,,,,,19.0,53.0,,,,,,,,,,,grounding,8.0,16.0,0.125,1.0,0.875,0.08333333333333333,0.05454545454545454,2.125,0.375,0.125,0.125,15.0,0.125,0.375,0.125,0.375,0.125,0.4583333333333333,0.36363636363636365,0.022727272727272728,0.0,0.0,0.0125,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5a729ac36da6,rar_medicine,baseline,,,,,19.0,53.0,,,,,,,,,,,grounding,10.0,16.0,0.2,1.0,0.8,0.05555555555555555,0.1411764705882353,1.4,0.5,0.1,0.1,13.0,0.1,0.6,0.1,0.6,0.1,0.6944444444444444,0.5882352941176471,0.0,0.0,0.0,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5a729ac36da6,rar_medicine,agentic,,,,,19.0,53.0,,,,,,,,,,,grounding,6.0,16.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16262626262626262,0.0,0.3333333333333333,0.09999999999999999,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5a729ac36da6,rar_medicine,agentic-tools,,,,,19.0,53.0,,,,,,,,,,,grounding,9.0,16.0,0.0,1.0,1.0,0.0,0.0,2.0,0.4444444444444444,0.0,0.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2,0.11666666666666665,0.09259259259259259,0.1111111111111111,0.2222222222222222,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5c4c1ea586d0,rar_medicine,shipped,,,,,27.0,88.0,,,,,,,,,,,grounding,10.0,24.0,0.3,1.0,0.7,0.14814814814814814,0.23076923076923078,1.7,0.4,0.0,0.0,4.0,0.1,0.2,0.2,0.2,0.2,0.1111111111111111,0.0923076923076923,0.09821428571428571,0.0,0.2,0.016666666666666666,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5c4c1ea586d0,rar_medicine,baseline,,,,,27.0,88.0,,,,,,,,,,,grounding,9.0,24.0,0.2222222222222222,1.0,0.7777777777777778,0.14814814814814814,0.22222222222222224,2.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.18518518518518517,0.19444444444444442,0.12777777777777777,0.0,0.2222222222222222,0.015873015873015872,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5c4c1ea586d0,rar_medicine,agentic,,,,,27.0,88.0,,,,,,,,,,,grounding,10.0,24.0,0.0,1.0,1.0,0.0,0.0,3.6,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15643523143523144,0.0,0.2,0.008333333333333333,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5c4c1ea586d0,rar_medicine,agentic-tools,,,,,27.0,88.0,,,,,,,,,,,grounding,11.0,24.0,0.0,1.0,1.0,0.0,0.0,4.181818181818182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227280443857984,0.18181818181818182,0.2727272727272727,0.09555785123966941,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-6c38d46aa8e9,rar_medicine,shipped,,,,,22.0,166.0,,,,,,,,,,,grounding,11.0,37.0,0.0,1.0,1.0,0.0,0.0,3.3636363636363638,0.2727272727272727,0.0,0.0,2.0,0.09090909090909091,0.2727272727272727,0.0,0.2727272727272727,0.0,0.21212121212121213,0.3055555555555555,0.12121212121212123,0.09090909090909091,0.09090909090909091,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-6c38d46aa8e9,rar_medicine,baseline,,,,,22.0,166.0,,,,,,,,,,,grounding,10.0,37.0,0.1,1.0,0.9,0.02857142857142857,0.03658536585365853,4.2,0.1,0.0,0.0,6.0,0.1,0.2,0.1,0.2,0.1,0.17142857142857143,0.15853658536585363,0.12833333333333333,0.0,0.1,0.026785714285714284,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-6c38d46aa8e9,rar_medicine,agentic,,,,,22.0,166.0,,,,,,,,,,,grounding,12.0,37.0,0.0,1.0,1.0,0.0,0.0,5.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20066738816738816,0.08333333333333333,0.16666666666666666,0.037037037037037035,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-6c38d46aa8e9,rar_medicine,agentic-tools,,,,,22.0,166.0,,,,,,,,,,,grounding,11.0,37.0,0.0,1.0,1.0,0.0,0.0,6.181818181818182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3045530227348409,0.18181818181818182,0.45454545454545453,0.0404040404040404,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,shipped,,,,,27.0,65.0,,,,,,,,,,,grounding,10.0,22.0,0.2,1.0,0.8,0.11538461538461539,0.09374999999999999,2.9,0.3,0.1,0.1,15.0,0.2,0.2,0.1,0.2,0.1,0.23076923076923078,0.203125,0.08789682539682539,0.1,0.1,0.026785714285714284,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,baseline,,,,,27.0,65.0,,,,,,,,,,,grounding,7.0,22.0,0.14285714285714285,1.0,0.8571428571428572,0.05263157894736842,0.0625,3.857142857142857,0.14285714285714285,0.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.05263157894736842,0.0625,0.18911564625850338,0.14285714285714285,0.2857142857142857,0.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,agentic,,,,,27.0,65.0,,,,,,,,,,,grounding,11.0,22.0,0.09090909090909091,1.0,0.9090909090909091,0.05714285714285714,0.11842105263157894,3.1818181818181817,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18409090909090908,0.0,0.45454545454545453,0.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,agentic-tools,,,,,27.0,65.0,,,,,,,,,,,grounding,11.0,22.0,0.09090909090909091,1.0,0.9090909090909091,0.06451612903225806,0.12000000000000001,3.909090909090909,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060684769775678854,0.0,0.0,0.0303030303030303,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,shipped,,,,,42.0,131.0,,,,,,,,,,,grounding,12.0,39.0,0.08333333333333333,1.0,0.9166666666666666,0.027777777777777776,0.03529411764705882,2.75,0.25,0.0,0.0,3.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.1388888888888889,0.15294117647058825,0.0863095238095238,0.0,0.0,0.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,baseline,,,,,42.0,131.0,,,,,,,,,,,grounding,8.0,39.0,0.125,1.0,0.875,0.034482758620689655,0.045454545454545456,3.375,0.25,0.125,0.125,13.0,0.125,0.125,0.125,0.125,0.125,0.034482758620689655,0.045454545454545456,0.15795454545454546,0.0,0.25,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,agentic,,,,,42.0,131.0,,,,,,,,,,,grounding,15.0,39.0,0.0,1.0,1.0,0.0,0.0,3.6666666666666665,0.06666666666666667,0.0,0.0,2.0,0.13333333333333333,0.0,0.26666666666666666,0.26666666666666666,0.0,0.22033898305084745,0.26515151515151514,0.22772486772486772,0.13333333333333333,0.26666666666666666,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,agentic-tools,,,,,42.0,131.0,,,,,,,,,,,grounding,15.0,39.0,0.0,1.0,1.0,0.0,0.0,4.466666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.24489795918367346,0.24786324786324784,0.21544205794205798,0.13333333333333333,0.3333333333333333,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,shipped,,,,,52.0,71.0,,,,,,,,,,,grounding,10.0,18.0,0.3,1.0,0.7,0.3333333333333333,0.26666666666666666,1.7,0.5,0.0,0.0,3.0,0.1,0.4,0.1,0.4,0.2,0.5151515151515151,0.44,0.13611111111111113,0.1,0.2,0.05833333333333333,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,baseline,,,,,52.0,71.0,,,,,,,,,,,grounding,8.0,18.0,0.125,0.875,0.75,0.04,0.048387096774193554,1.625,0.625,0.0,0.0,1.0,0.0,0.5,0.125,0.5,0.125,0.48,0.467741935483871,0.11785714285714285,0.125,0.125,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,agentic,,,,,52.0,71.0,,,,,,,,,,,grounding,9.0,18.0,0.0,1.0,1.0,0.0,0.0,2.888888888888889,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564373897707231,0.0,0.0,0.022222222222222223,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,agentic-tools,,,,,52.0,71.0,,,,,,,,,,,grounding,6.0,18.0,0.0,1.0,1.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1523809523809524,0.16666666666666666,0.16666666666666666,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,shipped,,,,,14.0,118.0,,,,,,,,,,,grounding,8.0,30.0,0.25,1.0,0.75,0.125,0.23076923076923078,2.0,0.375,0.0,0.0,3.0,0.125,0.125,0.75,0.75,0.25,0.75,0.8076923076923078,0.2424107142857143,0.25,0.375,0.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,baseline,,,,,14.0,118.0,,,,,,,,,,,grounding,9.0,30.0,0.2222222222222222,1.0,0.7777777777777778,0.16666666666666666,0.14492753623188406,1.2222222222222223,0.6666666666666666,0.0,0.0,3.0,0.1111111111111111,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,1.0,0.21626984126984128,0.2222222222222222,0.2222222222222222,0.027777777777777776,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,agentic,,,,,14.0,118.0,,,,,,,,,,,grounding,12.0,30.0,0.08333333333333333,1.0,0.9166666666666666,0.02857142857142857,0.10227272727272727,2.5,0.25,0.0,0.0,1.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.08333333333333333,0.5714285714285714,0.5795454545454546,0.24609788359788362,0.25,0.4166666666666667,0.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,agentic-tools,,,,,14.0,118.0,,,,,,,,,,,grounding,10.0,30.0,0.0,1.0,1.0,0.0,0.0,2.5,0.1,0.0,0.0,1.0,0.0,0.0,0.8,0.8,0.0,0.8181818181818182,0.8684210526315789,0.17928321678321676,0.2,0.2,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,shipped,,,,,27.0,65.0,,,,,,,,,,,grounding,10.0,10.0,0.1,1.0,0.9,0.07692307692307693,0.05084745762711865,2.2,0.2,0.0,0.0,1.0,0.0,0.3,0.8,0.8,0.1,0.8076923076923077,0.8305084745762712,0.23035714285714287,0.2,0.2,0.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,baseline,,,,,27.0,65.0,,,,,,,,,,,grounding,9.0,10.0,0.1111111111111111,1.0,0.8888888888888888,0.037037037037037035,0.046153846153846156,2.3333333333333335,0.2222222222222222,0.0,0.0,6.0,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.7407407407407407,0.8,0.15568783068783068,0.1111111111111111,0.3333333333333333,0.044444444444444446,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,agentic,,,,,27.0,65.0,,,,,,,,,,,grounding,7.0,10.0,0.0,1.0,1.0,0.0,0.0,2.4285714285714284,0.14285714285714285,0.0,0.0,1.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.44,0.3888888888888888,0.38061224489795914,0.42857142857142855,0.42857142857142855,0.03571428571428571,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,agentic-tools,,,,,27.0,65.0,,,,,,,,,,,grounding,9.0,10.0,0.1111111111111111,1.0,0.8888888888888888,0.07692307692307693,0.14516129032258066,1.7777777777777777,0.1111111111111111,0.0,0.0,1.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.34615384615384615,0.27419354838709675,0.17037037037037037,0.1111111111111111,0.2222222222222222,0.027777777777777776,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,shipped,,,,,53.0,95.0,,,,,,,,,,,grounding,10.0,37.0,0.3,1.0,0.7,0.1875,0.1733333333333333,2.6,0.4,0.0,0.0,9.0,0.3,0.1,0.2,0.2,0.2,0.09375,0.07999999999999999,0.1680952380952381,0.0,0.4,0.05555555555555556,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,baseline,,,,,53.0,95.0,,,,,,,,,,,grounding,7.0,37.0,0.0,1.0,1.0,0.0,0.0,2.7142857142857144,0.14285714285714285,0.0,0.0,3.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.14285714285714285,0.05357142857142857,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,agentic,,,,,53.0,95.0,,,,,,,,,,,grounding,10.0,37.0,0.0,1.0,1.0,0.0,0.0,4.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2081349206349207,0.1,0.3,0.02857142857142857,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,agentic-tools,,,,,53.0,95.0,,,,,,,,,,,grounding,8.0,37.0,0.0,1.0,1.0,0.0,0.0,4.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20238095238095238,0.125,0.25,0.03125,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,shipped,,,,,12.0,60.0,,,,,,,,,,,grounding,9.0,15.0,0.3333333333333333,1.0,0.6666666666666667,0.16,0.1607142857142857,2.4444444444444446,0.3333333333333333,0.0,0.0,2.0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.6,0.6428571428571428,0.14351851851851852,0.1111111111111111,0.2222222222222222,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,baseline,,,,,12.0,60.0,,,,,,,,,,,grounding,6.0,15.0,0.16666666666666666,1.0,0.8333333333333334,0.0625,0.06666666666666667,3.3333333333333335,0.3333333333333333,0.16666666666666666,0.16666666666666666,13.0,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.9375,0.7999999999999999,0.11706349206349205,0.0,0.0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,agentic,,,,,12.0,60.0,,,,,,,,,,,grounding,7.0,15.0,0.0,1.0,1.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649659863945578,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,agentic-tools,,,,,12.0,60.0,,,,,,,,,,,grounding,6.0,15.0,0.0,1.0,1.0,0.0,0.0,3.3333333333333335,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.16666666666666666,0.07765151515151515,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,shipped,,,,,58.0,74.0,,,,,,,,,,,grounding,9.0,15.0,0.4444444444444444,1.0,0.5555555555555556,0.2962962962962963,0.3728813559322034,0.8888888888888888,0.7777777777777778,0.0,0.0,9.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.05084745762711864,0.06666666666666668,0.0,0.0,0.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,baseline,,,,,58.0,74.0,,,,,,,,,,,grounding,7.0,15.0,0.2857142857142857,1.0,0.7142857142857143,0.2,0.3076923076923077,1.7142857142857142,0.42857142857142855,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.25,0.1923076923076923,0.12193877551020407,0.0,0.2857142857142857,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,agentic,,,,,58.0,74.0,,,,,,,,,,,grounding,11.0,15.0,0.18181818181818182,1.0,0.8181818181818181,0.1111111111111111,0.09374999999999997,1.5454545454545454,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07121212121212121,0.0,0.09090909090909091,0.024793388429752063,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,agentic-tools,,,,,58.0,74.0,,,,,,,,,,,grounding,7.0,15.0,0.0,1.0,1.0,0.0,0.0,2.142857142857143,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14991754277468564,0.14285714285714285,0.14285714285714285,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,shipped,,,,,56.0,63.0,,,,,,,,,,,grounding,10.0,21.0,0.2,1.0,0.8,0.12903225806451613,0.14285714285714285,2.4,0.3,0.0,0.0,9.0,0.3,0.3,0.1,0.3,0.2,0.22580645161290322,0.24285714285714285,0.17095238095238097,0.1,0.2,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
