qid,n_items,pitfall_mirror_max,n_pitfall_mirrors,max_cos,mean_cos,max_jaccard,mean_jaccard,max_cos_same_marks,n_pairs,n_pairs_ge_0.5,n_pairs_ge_0.7,n_true_pairs_ge_0.5,n_true_pairs_ge_0.7
rar_medicine:1777,9,0.36912229657173157,0,0.35485199093818665,0.10263438522815704,0.125,0.032165035167906794,0.0,36,0,0,0,0
rar_medicine:1778,10,0.26812100410461426,0,0.2805349826812744,0.06124758720397949,0.1,0.01535316306214139,0.0,45,0,0,0,0
rar_medicine:1779,10,0.43310487270355225,0,0.4160403311252594,0.07986851036548615,0.3,0.03518903935570602,0.27750682830810547,45,0,0,0,0
rar_medicine:1784,8,0.5382910370826721,0,0.6311516761779785,0.21735680103302002,0.3,0.08711521613307328,0.0,28,4,0,0,0
rar_medicine:1788,9,0.2929590940475464,0,0.3711458444595337,0.08809380978345871,0.25,0.03360317061297454,0.0,36,0,0,0,0
rar_medicine:1789,12,0.3765707314014435,0,0.4138947129249573,0.08849572390317917,0.21428571428571427,0.014622237784002488,0.0,66,0,0,0,0
rar_medicine:1790,10,0.6454356908798218,0,0.6917237639427185,0.18111079931259155,0.36363636363636365,0.06564557628283117,0.6165561676025391,45,3,0,1,0
rar_medicine:1791,9,0.4055907130241394,0,0.5071104168891907,0.22803658246994019,0.3157894736842105,0.11437400163857851,0.0,36,3,0,0,0
rar_medicine:1792,9,0.29073673486709595,0,0.5327068567276001,0.07086546719074249,0.2727272727272727,0.025314445902681195,0.0,36,1,0,0,0
rar_medicine:1793,10,0.1861743927001953,0,0.6443563103675842,0.11316023021936417,0.23076923076923078,0.03927290574349397,0.0,45,3,0,0,0
rar_medicine:1796,10,0.6076425313949585,0,0.5846161842346191,0.12144221365451813,0.3333333333333333,0.040891771913443745,0.2265140414237976,45,1,0,0,0
rar_medicine:1797,8,0.19441694021224976,0,0.7308650016784668,0.18027980625629425,0.26666666666666666,0.0676843544435318,0.0,28,3,1,0,0
rar_medicine:1798,10,0.08553511649370193,0,0.49036967754364014,0.06663305312395096,0.08333333333333333,0.01777849601379013,0.0,45,0,0,0,0
rar_medicine:1800,10,0.3114876449108124,0,0.3385448753833771,0.08515094965696335,0.18181818181818182,0.020189066242034343,0.0,45,0,0,0,0
rar_medicine:1801,12,0.16408564150333405,0,0.32572823762893677,0.059744711965322495,0.23076923076923078,0.018664197507780395,0.19697882235050201,66,0,0,0,0
rar_medicine:1802,10,0.0637805387377739,0,0.34458887577056885,0.041673656553030014,0.16666666666666666,0.010610540512501297,0.0,45,0,0,0,0
rar_medicine:1803,13,0.269988089799881,0,0.5747449994087219,0.11373969912528992,0.25,0.03678840536872211,0.16259050369262695,78,1,0,0,0
rar_medicine:1805,8,0.22496700286865234,0,0.6693071126937866,0.1457604467868805,0.46153846153846156,0.08112434659178355,0.0,28,1,0,0,0
rar_medicine:1809,9,0.16222667694091797,0,0.6411914825439453,0.1205749362707138,0.3333333333333333,0.03100680184013517,0.0,36,2,0,0,0
rar_medicine:1811,8,0.5099608898162842,0,0.5074745416641235,0.1494879424571991,0.25,0.05067501942501943,0.0,28,1,0,0,0
rar_medicine:1816,10,0.1368550807237625,0,0.6860452890396118,0.12308383733034134,0.36363636363636365,0.043931139666433784,0.0,45,1,0,0,0
rar_medicine:1821,11,0.25628945231437683,0,0.5619077086448669,0.09296237677335739,0.23076923076923078,0.03406653952108498,0.005081197712570429,55,2,0,0,0
rar_medicine:1823,13,0.7207688093185425,0,0.6764927506446838,0.052757006138563156,0.5,0.02223748473748474,0.3217131793498993,78,1,0,0,0
rar_medicine:1824,9,0.6296170353889465,0,0.6240631937980652,0.27868810296058655,0.3333333333333333,0.08424020324410689,0.0,36,2,0,0,0
rar_medicine:1825,9,0.6004016399383545,0,0.5499467253684998,0.13708873093128204,0.36363636363636365,0.07063242675987774,0.0,36,2,0,0,0
rar_medicine:1827,8,0.04725299030542374,0,0.4679383933544159,0.15928472578525543,0.18181818181818182,0.0660950160950161,0.0,28,0,0,0,0
rar_medicine:1829,7,0.5922223329544067,0,0.9099696278572083,0.31310972571372986,1.0,0.08608058608058608,0.0,21,5,3,0,0
rar_medicine:1830,8,0.5963573455810547,0,0.7200372219085693,0.2624616026878357,0.23076923076923078,0.053675193853765284,0.0,28,3,1,0,0
rar_medicine:1835,10,0.42403513193130493,0,0.316493958234787,0.11075176298618317,0.2222222222222222,0.06738440571773906,0.008976771496236324,45,0,0,0,0
rar_medicine:1839,9,0.1700720191001892,0,0.6583659052848816,0.11627572029829025,0.42857142857142855,0.05152767756934423,0.6583659052848816,36,2,0,1,0
rar_medicine:1840,10,0.25188079476356506,0,0.5149474740028381,0.07741829752922058,0.1875,0.027638380138380134,0.0,45,1,0,0,0
rar_medicine:1842,8,0.04893136024475098,0,0.3308125436306,0.06282178312540054,0.25,0.031780570619856334,0.0,28,0,0,0,0
rar_medicine:1849,9,0.2829055190086365,0,0.5366385579109192,0.26234161853790283,0.2727272727272727,0.06416777213345841,0.0,36,3,0,0,0
rar_medicine:1852,9,0.6642735600471497,0,0.6332895755767822,0.12598377466201782,0.2727272727272727,0.04589706544363407,0.0,36,1,0,0,0
rar_medicine:1856,9,0.10179974138736725,0,0.6969935297966003,0.061116114258766174,0.375,0.024366605616605617,0.3510605990886688,36,1,0,0,0
rar_medicine:1857,9,0.11345663666725159,0,0.6314659118652344,0.12880568206310272,0.5,0.06698717948717949,0.0,36,2,0,0,0
rar_medicine:1858,11,0.627413272857666,0,0.5613051056861877,0.07494852691888809,0.18181818181818182,0.025068078089468468,0.5613051056861877,55,1,0,1,0
rar_medicine:1865,8,0.329196035861969,0,0.41208139061927795,0.07858359813690186,0.23076923076923078,0.03015218908076051,0.0,28,0,0,0,0
rar_medicine:1866,9,0.30600473284721375,0,0.5696420669555664,0.13315875828266144,0.45454545454545453,0.045735949780067425,0.0,36,2,0,0,0
rar_medicine:1870,10,0.722134530544281,0,0.6559173464775085,0.08918227255344391,0.3333333333333333,0.028850902184235513,0.16922742128372192,45,3,0,0,0
rar_medicine:1871,9,0.29888346791267395,0,0.6273037791252136,0.2901678681373596,0.42857142857142855,0.11840713299046635,0.5757827162742615,36,4,0,1,0
rar_medicine:1872,9,0.2505817413330078,0,0.6920329332351685,0.2021181583404541,0.46153846153846156,0.07644030913187261,0.0,36,4,0,0,0
rar_medicine:1873,11,0.3673842251300812,0,0.4482805132865906,0.14913886785507202,0.13333333333333333,0.042999064059435585,0.0,55,0,0,0,0
rar_medicine:1874,9,0.42672351002693176,0,0.3938087821006775,0.13783149421215057,0.1875,0.062061937723057445,0.0,36,0,0,0,0
rar_medicine:1877,7,0.1608102172613144,0,0.3766741156578064,0.11815005540847778,0.07692307692307693,0.009615384615384616,0.0,21,0,0,0,0
rar_medicine:1880,10,0.23709291219711304,0,0.7233114838600159,0.17214956879615784,0.3333333333333333,0.06565585963934777,0.5820977687835693,45,3,1,1,0
rar_medicine:1884,7,0.4996514320373535,0,0.6084970831871033,0.17835932970046997,0.3,0.05953332381903811,0.0,21,1,0,0,0
rar_medicine:1887,10,0.28199172019958496,0,0.40610551834106445,0.06166692450642586,0.21052631578947367,0.028491221163900304,0.0,45,0,0,0,0
rar_medicine:1900,8,0.01800774782896042,0,0.43573856353759766,0.1427415907382965,0.15384615384615385,0.022929812950821356,0.0,28,0,0,0,0
rar_medicine:1902,9,0.46958088874816895,0,0.45376065373420715,0.12001313269138336,0.2222222222222222,0.04285191447275846,0.0,36,0,0,0,0
rar_medicine:1905,9,0.34036481380462646,0,0.6115469336509705,0.11926145106554031,0.3333333333333333,0.04364495798319327,0.0,36,1,0,0,0
rar_medicine:1907,9,0.01762581430375576,0,0.307755708694458,0.1252046376466751,0.16666666666666666,0.03112079627172507,0.0,36,0,0,0,0
rar_medicine:1911,10,0.2060556709766388,0,0.36231839656829834,0.06231553852558136,0.2222222222222222,0.01680736742140251,0.0,45,0,0,0,0
rar_medicine:1913,9,0.26677030324935913,0,0.34809762239456177,0.08694843202829361,0.25,0.038557965273651545,0.3364398777484894,36,0,0,0,0
rar_medicine:1917,9,0.17429350316524506,0,0.24295632541179657,0.06979799270629883,0.07142857142857142,0.014216966026176552,0.0,36,0,0,0,0
rar_medicine:1919,9,0.37685608863830566,0,0.48253464698791504,0.2136232703924179,0.2,0.06880735387572333,0.0,36,0,0,0,0
rar_medicine:1920,10,0.28959864377975464,0,0.3555386960506439,0.06199461966753006,0.15384615384615385,0.018629888629888628,0.004294196143746376,45,0,0,0,0
rar_medicine:1921,10,0.41370996832847595,0,0.4094119668006897,0.10139912366867065,0.2,0.02551180301180301,0.0,45,0,0,0,0
rar_medicine:1924,10,0.36793938279151917,0,0.5946274995803833,0.156514972448349,0.2857142857142857,0.06339353227898119,0.0,45,2,0,0,0
rar_medicine:1925,9,0.32515662908554077,0,0.5930265188217163,0.12904636561870575,0.3076923076923077,0.04905814215024741,0.0,36,3,0,0,0
rar_medicine:1926,10,0.0,0,0.27534669637680054,0.04620681330561638,0.09090909090909091,0.010606933008893793,0.0,45,0,0,0,0
rar_medicine:1927,9,0.498754620552063,0,0.638347864151001,0.15170258283615112,0.1875,0.044899286443404095,0.0,36,2,0,0,0
rar_medicine:1928,8,0.09899064898490906,0,0.584649384021759,0.09600710868835449,0.2727272727272727,0.024891774891774892,0.0,28,1,0,0,0
rar_medicine:1929,10,0.29924729466438293,0,0.5026738047599792,0.1302022784948349,0.2727272727272727,0.04480554848201907,0.0,45,1,0,0,0
rar_medicine:1931,8,0.39785224199295044,0,0.7618749141693115,0.22814074158668518,0.4166666666666667,0.08325719856707252,0.0,28,3,1,0,0
rar_medicine:1936,10,0.55382239818573,0,0.5598957538604736,0.1861487329006195,0.25,0.07191902687000727,0.0,45,3,0,0,0
rar_medicine:1939,9,0.5610906481742859,0,0.534246027469635,0.09646723419427872,0.2,0.02279394701350326,0.0,36,1,0,0,0
rar_medicine:1940,10,0.27478280663490295,0,0.3985767066478729,0.05228303745388985,0.07142857142857142,0.0070352778792676495,0.0,45,0,0,0,0
rar_medicine:1941,10,0.3337189555168152,0,0.40916913747787476,0.1500491350889206,0.16666666666666666,0.03766092839622251,0.0,45,0,0,0,0
rar_medicine:1943,9,0.47331175208091736,0,0.4537650942802429,0.14378622174263,0.2857142857142857,0.052036590716931265,0.0,36,0,0,0,0
rar_medicine:1944,10,0.2882576882839203,0,0.411303848028183,0.12798377871513367,0.21428571428571427,0.05635556890458852,0.0,45,0,0,0,0
rar_medicine:1947,10,0.29731863737106323,0,0.408627450466156,0.12756851315498352,0.25,0.03901314371902607,0.0,45,0,0,0,0
rar_medicine:1952,10,0.43795204162597656,0,0.4264308512210846,0.12561708688735962,0.2857142857142857,0.04408011922717805,0.0,45,0,0,0,0
rar_medicine:1956,9,0.44757214188575745,0,0.45791199803352356,0.1280529648065567,0.2,0.04841327200395828,0.0,36,0,0,0,0
rar_medicine:1958,7,0.40167149901390076,0,0.4239138066768646,0.2550204396247864,0.23076923076923078,0.06193555122126551,0.0,21,0,0,0,0
rar_medicine:1959,10,0.6344096660614014,0,0.7371347546577454,0.1526050567626953,0.23076923076923078,0.029103402044578515,0.0,45,7,2,0,0
rar_medicine:1960,7,0.4277835190296173,0,0.5665788650512695,0.2966691255569458,0.36363636363636365,0.08720406577549433,0.0,21,1,0,0,0
rar_medicine:1966,10,0.5163145065307617,0,0.5055612921714783,0.16075319051742554,0.2222222222222222,0.0681798448465115,0.0,45,1,0,0,0
rar_medicine:1967,11,0.2978041470050812,0,0.5243642330169678,0.10460297763347626,0.2,0.02928645806143695,0.0,55,1,0,0,0
rar_medicine:1969,11,0.9402427673339844,1,0.863747775554657,0.07825607061386108,0.5,0.036525797434888346,0.863747775554657,55,1,1,1,1
rar_medicine:1977,8,0.27218830585479736,0,0.6085958480834961,0.17096979916095734,0.16666666666666666,0.05198196258014921,0.0,28,1,0,0,0
rar_medicine:1981,9,0.07369540631771088,0,0.31618788838386536,0.04409603402018547,0.1875,0.0121623332568895,0.0,36,0,0,0,0
rar_medicine:1985,8,0.34338003396987915,0,0.4909861385822296,0.18701700866222382,0.3333333333333333,0.07221421785497416,0.0,28,0,0,0,0
rar_medicine:1991,8,0.29814058542251587,0,0.4746072292327881,0.1482800990343094,0.3333333333333333,0.07013284334712906,0.0,28,0,0,0,0
rar_medicine:1992,10,0.5627743601799011,0,0.5567725896835327,0.09399425983428955,0.2727272727272727,0.04086144973399875,0.0,45,1,0,0,0
rar_medicine:1993,12,0.0,0,0.47585827112197876,0.07535430043935776,0.4,0.02455431526287141,0.15526911616325378,66,0,0,0,0
rar_medicine:1996,11,0.30149713158607483,0,0.4891095459461212,0.1042943149805069,0.16666666666666666,0.03672993672993673,0.4891095459461212,55,0,0,0,0
rar_medicine:1997,10,0.3603869676589966,0,0.685320258140564,0.18022261559963226,0.2222222222222222,0.07489235709823945,0.0,45,2,0,0,0
rar_medicine:2000,8,0.37404584884643555,0,0.35288429260253906,0.1228589192032814,0.2727272727272727,0.04272431874847841,0.35288429260253906,28,0,0,0,0
rar_medicine:2002,13,0.5878363847732544,0,0.5471600294113159,0.11386903375387192,0.2857142857142857,0.04903603861540275,0.07879975438117981,78,3,0,0,0
rar_medicine:2004,10,0.5455660223960876,0,0.5551338791847229,0.11373130232095718,0.3333333333333333,0.050547530032207195,0.0,45,2,0,0,0
rar_medicine:2008,8,0.14907211065292358,0,0.25608912110328674,0.07238567620515823,0.14285714285714285,0.02862885538830917,0.0,28,0,0,0,0
rar_medicine:2011,7,0.48460137844085693,0,0.5464669466018677,0.3347819745540619,0.23076923076923078,0.13844063266332177,0.0,21,2,0,0,0
rar_medicine:2012,7,0.45777377486228943,0,0.6561731696128845,0.17086006700992584,0.2727272727272727,0.05788497217068646,0.0,21,1,0,0,0
rar_medicine:2018,12,0.09274572879076004,0,0.5915820598602295,0.09085345268249512,0.2727272727272727,0.0344391570995849,0.0,66,2,0,0,0
rar_medicine:2021,8,0.0,0,0.5189743041992188,0.16333158314228058,0.2857142857142857,0.05602175080558539,0.0,28,1,0,0,0
rar_medicine:2022,11,0.6496036052703857,0,0.6577610969543457,0.15818153321743011,0.26666666666666666,0.06961284845185775,0.0,55,3,0,0,0
rar_medicine:2024,10,0.2271532416343689,0,0.5421348214149475,0.1486312747001648,0.23076923076923078,0.05527269027269027,0.4348864257335663,45,1,0,0,0
rar_medicine:2025,11,0.16267988085746765,0,0.377469003200531,0.07882817089557648,0.16666666666666666,0.028719613719613717,0.0,55,0,0,0,0
rar_medicine:2032,8,0.2417350560426712,0,0.2590790390968323,0.05853345990180969,0.13636363636363635,0.024104846154535595,0.0,28,0,0,0,0
rar_medicine:2034,8,0.5593715310096741,0,0.5184184312820435,0.06961028277873993,0.15384615384615385,0.012438949938949938,0.0,28,1,0,0,0
rar_medicine:2035,7,0.2376832664012909,0,0.24698512256145477,0.06349240988492966,0.125,0.02350021880097068,0.0,21,0,0,0,0
rar_medicine:2040,10,0.4102150797843933,0,0.4069713354110718,0.05084829404950142,0.23529411764705882,0.023347848273365394,0.0,45,0,0,0,0
rar_medicine:2041,9,0.28553229570388794,0,0.5577021837234497,0.09054562449455261,0.25,0.02847312001723766,0.1015995517373085,36,1,0,0,0
rar_medicine:2043,10,0.5018699765205383,0,0.46684473752975464,0.13314877450466156,0.36363636363636365,0.04746927364574424,0.0,45,0,0,0,0
rar_medicine:2046,10,0.13705718517303467,0,0.2915162742137909,0.05542037636041641,0.16666666666666666,0.026470751470751466,0.0,45,0,0,0,0
rar_medicine:2047,10,0.7069683074951172,0,0.61018306016922,0.12171964347362518,0.3076923076923077,0.02859738797303297,0.0,45,1,0,0,0
rar_medicine:2048,9,0.07664769142866135,0,0.5379825234413147,0.10301973670721054,0.15384615384615385,0.03205967722221593,0.0,36,1,0,0,0
rar_medicine:2050,8,0.2726140320301056,0,0.46660053730010986,0.0753428190946579,0.16666666666666666,0.03552585507887366,0.0,28,0,0,0,0
rar_medicine:2052,10,0.16545188426971436,0,0.2790610194206238,0.05702793225646019,0.09090909090909091,0.019115699115699117,0.0,45,0,0,0,0
rar_medicine:2054,12,0.7793646454811096,0,0.767551839351654,0.10190312564373016,0.5714285714285714,0.05382559359832087,0.767551839351654,66,2,2,1,1
rar_medicine:2056,10,0.3444112539291382,0,0.6077930331230164,0.09569818526506424,0.2727272727272727,0.02308344705403529,0.0,45,1,0,0,0
rar_medicine:2061,10,0.7011293172836304,0,0.7098048329353333,0.11455505341291428,0.42857142857142855,0.04601902769859426,0.0,45,3,1,0,0
rar_medicine:2066,7,0.0,0,0.32427629828453064,0.09118524193763733,0.08333333333333333,0.023230275015989305,0.0,21,0,0,0,0
rar_medicine:2067,7,0.0,0,0.49237680435180664,0.2226550281047821,0.26666666666666666,0.11068661764222597,0.0,21,0,0,0,0
rar_medicine:2068,12,0.5968329310417175,0,0.9111022353172302,0.2324247807264328,0.5,0.0788362644980292,0.0,66,4,1,0,0
rar_medicine:2071,12,0.4917735755443573,0,0.46260231733322144,0.1392192542552948,0.2,0.042809262929583786,0.0,66,0,0,0,0
rar_medicine:2075,9,0.26913943886756897,0,0.3152656555175781,0.07245226204395294,0.17647058823529413,0.023331971677559914,0.0,36,0,0,0,0
rar_medicine:2076,10,0.7385203242301941,0,0.6935575008392334,0.11966070532798767,0.4166666666666667,0.05299432956295701,0.6935575008392334,45,3,0,1,0
rar_medicine:2077,8,0.2281518131494522,0,0.41876915097236633,0.15022750198841095,0.2,0.06807109380746959,0.0,28,0,0,0,0
rar_medicine:2087,9,0.0,0,0.36802664399147034,0.05879542604088783,0.125,0.01415895061728395,0.0,36,0,0,0,0
rar_medicine:2094,10,0.1661098599433899,0,0.6387627124786377,0.12188595533370972,0.2727272727272727,0.047810016780605015,0.4604322016239166,45,3,0,0,0
rar_medicine:2100,10,0.6222586631774902,0,0.5723595023155212,0.08228274434804916,0.375,0.03136250001575079,0.5723595023155212,45,2,0,1,0
rar_medicine:2106,9,0.2761864960193634,0,0.4220166802406311,0.1054484024643898,0.1,0.023991539219867394,0.4220166802406311,36,0,0,0,0
rar_medicine:2108,10,0.8907541632652283,1,0.8534473776817322,0.10639974474906921,0.25,0.026544174779468896,0.0,45,3,1,0,0
rar_medicine:2109,9,0.11444753408432007,0,0.706989586353302,0.15321345627307892,0.45454545454545453,0.0932264300027458,0.0,36,2,1,0,0
rar_medicine:2110,10,0.5379407405853271,0,0.5008312463760376,0.06169953942298889,0.09090909090909091,0.01191031191031191,0.022657454013824463,45,1,0,0,0
rar_medicine:2114,11,0.0,0,0.2369156777858734,0.03451191633939743,0.08333333333333333,0.004924242424242424,0.0,55,0,0,0,0
rar_medicine:2117,11,0.6821581721305847,0,0.6608086228370667,0.056433845311403275,0.36363636363636365,0.017988515456148442,0.0,55,1,0,0,0
rar_medicine:2119,8,0.7086113095283508,0,0.7084741592407227,0.20979441702365875,0.4444444444444444,0.08753752513151007,0.0,28,3,1,0,0
rar_medicine:2120,11,0.14191563427448273,0,0.5822526216506958,0.08492876589298248,0.3333333333333333,0.040103545405402986,0.0,55,1,0,0,0
rar_medicine:2121,10,0.8756808638572693,2,0.8176679611206055,0.19433143734931946,0.6666666666666666,0.06850082016748682,0.8176679611206055,45,3,2,1,1
rar_medicine:2127,8,0.618631899356842,0,0.5825679302215576,0.23639293015003204,0.4166666666666667,0.08344235421441305,0.0,28,3,0,0,0
rar_medicine:2130,11,0.3344285488128662,0,0.40769433975219727,0.08225142955780029,0.2857142857142857,0.03430855581952634,0.0,55,0,0,0,0
rar_medicine:2131,10,0.3429909944534302,0,0.5308183431625366,0.21587792038917542,0.23076923076923078,0.10348321154822702,0.0,45,1,0,0,0
rar_medicine:2136,8,0.6110970377922058,0,0.5518796443939209,0.17846961319446564,0.35714285714285715,0.08142721464122393,0.12092578411102295,28,1,0,0,0
rar_medicine:2139,9,0.6073716878890991,0,0.882291316986084,0.2770915925502777,0.6666666666666666,0.1539651706318373,0.882291316986084,36,10,1,3,1
rar_medicine:2144,9,0.1573539674282074,0,0.5110906958580017,0.07069146633148193,0.09090909090909091,0.020763584182701827,0.0,36,1,0,0,0
rar_medicine:2148,12,0.0,0,0.4410189986228943,0.07343804836273193,0.23076923076923078,0.01907640465725183,0.0,66,0,0,0,0
rar_medicine:2150,13,0.44423845410346985,0,0.4663531184196472,0.16030851006507874,0.25,0.05993548378491221,0.22520466148853302,78,0,0,0,0
rar_medicine:2151,12,0.7097976803779602,0,0.736062228679657,0.22387827932834625,0.4,0.09606380864893266,0.7287970781326294,66,5,2,1,1
rar_medicine:2152,8,0.6680763959884644,0,0.6507172584533691,0.2064315229654312,0.4166666666666667,0.0865383154856839,0.6507172584533691,28,2,0,1,0
rar_medicine:2153,8,0.0849556028842926,0,0.596031129360199,0.09854616969823837,0.23076923076923078,0.025611820301669926,0.0,28,1,0,0,0
rar_medicine:2157,10,0.5508871078491211,0,0.541252851486206,0.09228108823299408,0.2,0.03661092538543519,0.0,45,3,0,0,0
rar_medicine:2158,10,0.024388793855905533,0,0.7989979386329651,0.15467104315757751,0.25,0.04553865333535097,0.0,45,5,1,0,0
rar_medicine:2160,10,0.22922459244728088,0,0.3325900733470917,0.08462293446063995,0.13333333333333333,0.02493284493284493,0.2673943042755127,45,0,0,0,0
rar_medicine:2162,10,0.40306681394577026,0,0.5000220537185669,0.0641273558139801,0.23076923076923078,0.02443804017333429,0.0,45,1,0,0,0
rar_medicine:2163,10,0.5229934453964233,0,0.5061544179916382,0.12631703913211823,0.21428571428571427,0.03675824175824176,0.0,45,1,0,0,0
rar_medicine:2164,10,0.1170467957854271,0,0.20165926218032837,0.03971893712878227,0.17647058823529413,0.018426357497564928,0.01022599171847105,45,0,0,0,0
rar_medicine:2170,10,0.06963726878166199,0,0.4988924264907837,0.15612849593162537,0.3125,0.046455212314345434,0.14390404522418976,45,0,0,0,0
rar_medicine:2172,10,0.3140752613544464,0,0.694050669670105,0.10358210653066635,0.3,0.034744514744514746,0.0,45,1,0,0,0
rar_medicine:2173,8,0.7118914127349854,0,0.8997636437416077,0.24174872040748596,0.8333333333333334,0.13486572214458106,0.0,28,3,1,0,0
rar_medicine:2175,10,0.8356549739837646,2,0.8298312425613403,0.2895478904247284,0.5555555555555556,0.10342534009200674,0.8298312425613403,45,9,5,3,3
rar_medicine:2176,9,0.6511800289154053,0,0.5758727192878723,0.16465473175048828,0.3333333333333333,0.05624271561771562,0.5758727192878723,36,3,0,3,0
rar_medicine:2177,10,0.427308589220047,0,0.5110533237457275,0.09659044444561005,0.3,0.03191993191993192,0.4081155061721802,45,1,0,0,0
rar_medicine:2178,9,0.288657009601593,0,0.6400743126869202,0.13587576150894165,0.4,0.0437053687053687,0.0,36,1,0,0,0
rar_medicine:2179,9,0.05212283879518509,0,0.4417304992675781,0.03727150708436966,0.07692307692307693,0.005313948941399921,0.11106757819652557,36,0,0,0,0
rar_medicine:2180,8,0.021068191155791283,0,0.4027252495288849,0.08531465381383896,0.23076923076923078,0.02529441263684961,0.023751363158226013,28,0,0,0,0
rar_medicine:2183,9,0.2686687707901001,0,0.4600234925746918,0.09943481534719467,0.2857142857142857,0.03603607041107041,0.0,36,0,0,0,0
rar_medicine:2186,8,0.29420843720436096,0,0.6048812866210938,0.11163181066513062,0.3125,0.03575337717779019,0.0,28,1,0,0,0
rar_medicine:2192,9,0.40855908393859863,0,0.5261242389678955,0.16481241583824158,0.3333333333333333,0.06833157764530312,0.0,36,1,0,0,0
rar_medicine:2196,10,0.21131595969200134,0,0.395340234041214,0.10304328799247742,0.3333333333333333,0.06998001539797205,0.20310215651988983,45,0,0,0,0
rar_medicine:2198,7,0.5180796384811401,0,0.517494797706604,0.21276962757110596,0.35714285714285715,0.09899163628155225,0.3656248152256012,21,1,0,0,0
rar_medicine:2204,8,0.37081247568130493,0,0.34699147939682007,0.12615004181861877,0.125,0.02759669059011164,0.0,28,0,0,0,0
rar_medicine:2208,10,0.37683701515197754,0,0.4848255515098572,0.14346279203891754,0.21428571428571427,0.06462557537634937,0.0,45,0,0,0,0
rar_medicine:2211,10,0.27963095903396606,0,0.5048861503601074,0.08770398795604706,0.2857142857142857,0.02948789772319184,0.5048861503601074,45,1,0,1,0
rar_medicine:2215,9,0.5002781748771667,0,0.4961194694042206,0.13388033211231232,0.25,0.0554541047188106,0.0,36,0,0,0,0
rar_medicine:2220,12,0.5422742962837219,0,0.7325673699378967,0.10208200663328171,0.5,0.03626176012539649,0.7325673699378967,66,4,1,1,1
rar_medicine:2222,9,0.3869032561779022,0,0.6020879745483398,0.15571655333042145,0.2631578947368421,0.07029103959203345,0.0,36,1,0,0,0
rar_medicine:2225,10,0.4377966523170471,0,0.4336923062801361,0.12924562394618988,0.16666666666666666,0.04561680092639844,0.0,45,0,0,0,0
rar_medicine:2227,9,0.3558846712112427,0,0.48640334606170654,0.10322204232215881,0.3076923076923077,0.027532516980401395,0.0,36,0,0,0,0
rar_medicine:2228,7,0.29465004801750183,0,0.6615239977836609,0.20049519836902618,0.4166666666666667,0.08913158114838787,0.0,21,2,0,0,0
rar_medicine:2229,8,0.3491118252277374,0,0.4715902805328369,0.15695251524448395,0.38461538461538464,0.08568068252942203,0.0,28,0,0,0,0
rar_medicine:2231,8,0.41120389103889465,0,0.7649272680282593,0.35229822993278503,0.36363636363636365,0.15092348128062416,0.0,28,2,1,0,0
rar_medicine:2237,8,0.6532152891159058,0,0.6139599680900574,0.1383766084909439,0.375,0.07596829217516966,0.0,28,2,0,0,0
rar_medicine:2241,8,0.051793769001960754,0,0.6260765790939331,0.10273223370313644,0.3,0.03117593191122603,0.0,28,1,0,0,0
rar_medicine:2244,12,0.7554029226303101,0,0.672186017036438,0.11026342958211899,0.4444444444444444,0.04379938861890733,0.672186017036438,66,2,0,2,0
rar_medicine:2246,12,0.31292998790740967,0,0.5044422745704651,0.14005514979362488,0.2727272727272727,0.04370030593292626,0.0,66,1,0,0,0
rar_medicine:2250,9,0.28020092844963074,0,0.40791183710098267,0.14190369844436646,0.1875,0.041357359220491316,0.0,36,0,0,0,0
rar_medicine:2253,9,0.8073161244392395,1,0.7341341376304626,0.07804165780544281,0.6666666666666666,0.039903306569973235,0.0,36,1,1,0,0
rar_medicine:2254,11,0.3041480481624603,0,0.30543801188468933,0.05199945718050003,0.2,0.012572805981896891,0.0,55,0,0,0,0
rar_medicine:2255,8,0.2909976541996002,0,0.5291001796722412,0.1473895013332367,0.3333333333333333,0.05979444516734433,0.0,28,2,0,0,0
rar_medicine:2258,8,0.235438734292984,0,0.5255030989646912,0.16769421100616455,0.3,0.061446256824408074,0.0,28,1,0,0,0
rar_medicine:2259,10,0.32335031032562256,0,0.31019124388694763,0.05151096358895302,0.14285714285714285,0.015239531710119946,0.0,45,0,0,0,0
rar_medicine:2260,7,0.5153064727783203,0,0.46492674946784973,0.15927979350090027,0.23076923076923078,0.07098057948898284,0.0,21,0,0,0,0
rar_medicine:2261,10,0.41794589161872864,0,0.39637041091918945,0.13199812173843384,0.21428571428571427,0.0457489079547903,0.2689582109451294,45,0,0,0,0
rar_medicine:2263,8,0.6204567551612854,0,0.6712486147880554,0.21293096244335175,0.35294117647058826,0.08333320170173332,0.0,28,3,0,0,0
rar_medicine:2264,7,0.3979639410972595,0,0.48553377389907837,0.251564621925354,0.23529411764705882,0.08829465536674737,0.0,21,0,0,0,0
rar_medicine:2269,12,0.09566338360309601,0,0.5706271529197693,0.10877075046300888,0.25,0.039544987840442386,0.0,66,4,0,0,0
rar_medicine:2276,8,0.2223273515701294,0,0.36283013224601746,0.12812261283397675,0.2,0.06345600441133391,0.0,28,0,0,0,0
rar_medicine:2279,9,0.0,0,0.6374905109405518,0.11733284592628479,0.3125,0.036695309215304055,0.0,36,1,0,0,0
